"month","Mkt.RF","SMB","HML","RMW","CMA","RF","MOM","LIQ.agg","LIQ.innov","LIQ.v","NoDur","Durbl","Manuf","Enrgy","HiTec","Telcm","Shops","Hlth","Utils","Other","Lo10","Dec2","Dec3","Dec4","Dec5","Dec6","Dec7","Dec8","Dec9","Hi10"
"198710",-23.24,-8.1,4.2,1.67,2.34,0.6,-7.87,-0.461006635,-0.384112574,0.055070917,-21.03,-26.93,-27.33,-18.33,-25.93,-12.35,-28.25,-20.46,-6.94,-23.6,-28.9,-30.48,-28.97,-29.46,-28.1,-26.15,-26.22,-24.32,-22.27,-19.72
"198711",-7.77,2.72,3.23,-1.95,0.84,0.35,-1.13,-0.024268475,-0.070276792,-0.017544224,-8.02,-8.52,-5.16,-10.59,-9.8,-8.92,-8.49,-9.31,-2.53,-6.62,-5.31,-5.38,-4.52,-5.14,-4.38,-3.82,-4.58,-5.75,-6.46,-9.16
"198712",6.81,0.1,-4.43,3.06,-2.33,0.39,5.81,-0.102085889,-0.026037037,0.001863272,7.52,8.61,10.84,6.63,11.86,4.27,8.55,5.34,0.57,5.42,1.62,6.1,6.74,9.06,8.34,8.25,9.42,7.98,7.84,6.56
"198801",4.21,-0.54,5.16,-1.11,2.12,0.29,-7.63,-0.11093769,-0.072920808,0.039317918,3.02,4.48,0.39,8.68,-2.44,9.76,5.64,6.37,9.76,6.4,7.4,5.17,4.69,3.61,3.6,4.96,3.16,4.09,5.95,4.39
"198802",4.75,3.34,-1.64,1.89,-0.12,0.46,-1.54,-0.033424961,0.062811847,0.002018731,6.01,6.27,7.52,3.53,7.47,1.32,10.53,4.2,-1.43,4.31,6.11,6.85,7.11,9.43,7.89,7.64,7.69,7.53,4.89,3.73
"198803",-2.27,6.24,0.74,-0.27,1.97,0.44,0.64,-0.030570298,0.026132393,-0.021569006,-1.52,-4.17,-1.17,2.47,-4.65,-3.82,-1,-2.55,-3.17,-1.33,4.28,4.85,3.58,3.62,2.29,1.03,0.92,0.49,-1.92,-4.2
"198804",0.56,1.12,1.7,-0.2,1.9,0.46,2.28,0.008880095,0.030208064,-0.023085767,-0.07,2.9,1.63,4.54,2.59,0.68,1.74,-1.99,-0.29,-0.39,1.13,2.35,1.99,2.87,0.86,0.57,0.33,0.67,0.61,1.09
"198805",-0.29,-2.6,2.28,-0.75,0.38,0.51,0.65,-0.06853687,-0.000146433,-0.003307423,-0.3,1.23,-0.31,-0.52,-1.31,2.17,-1.37,-0.26,3.59,0.97,-2.38,-1.99,-2.66,-2.46,-1.13,0.06,-0.6,0.27,-0.34,1.22
"198806",4.79,2.17,-1.12,1.47,-3.24,0.49,-2.92,0.007002899,0.020284592,-0.012415975,3.41,8.26,7.43,-2.05,9.4,3.02,6.68,2.68,3.23,6.03,5.07,5.65,7.44,7.57,6.58,6.3,7.3,6.36,5.08,4.38
"198807",-1.25,-0.16,2.26,-0.65,1.48,0.51,0.64,0.016833663,0.033300148,-0.011189013,1.62,-0.82,-2.36,3.5,-5.1,0.02,-0.8,0.49,-0.26,-0.53,0.09,-0.35,-0.37,-0.97,-1.37,-2.27,-2.05,-1.6,-1.58,-0.01
"198808",-3.31,0.02,2.08,-0.83,1.76,0.59,0.33,-0.025814135,0.027450345,0.034155783,-0.22,-6.68,-4.42,-1.5,-8.19,-3.05,-2.56,-1.08,-0.13,-0.91,-2.24,-2.66,-1.92,-3.18,-2.85,-2.07,-1.75,-1.79,-2.7,-3.14
"198809",3.3,-1.31,-0.67,1.75,-0.47,0.62,0.24,-0.022907456,0.003193617,0.014297748,6.49,3.9,3.43,-2.41,2.84,7.36,8.05,3.86,2.71,4.14,1.1,2.32,3.16,2.35,2.9,2.31,3.81,2.8,5.09,4.33
"198810",1.15,-2.95,1.67,1.42,1.06,0.61,1.31,-0.043188866,0.004438892,0.026170001,8.16,3.33,0.69,1.82,0,2.8,1.7,1.22,2.53,0.01,-1.72,-1.49,-0.47,-1.1,0.13,0.04,0.41,0.25,1.65,3.18
"198811",-2.29,-1.66,1.27,-0.34,1.57,0.57,0.42,-0.065589906,-0.00657467,-0.001175243,-1.14,-0.94,-2.15,-0.31,-3.15,0.34,-2.83,-2.16,-0.46,-2.13,-4.36,-3.56,-3.25,-2.52,-2.16,-2.65,-1.74,-2.43,-2.65,-0.9
"198812",1.49,1.99,-1.54,0.58,-0.39,0.63,0.42,-0.024276894,0.002586534,-0.043138658,3.51,0.26,3.12,1.83,4.89,1.63,1.48,1.83,1.02,0.91,2.12,2.74,4.72,3.38,3.74,3.47,2.04,2.22,1.92,1.76
"198901",6.1,-2.22,0.53,-0.86,0.16,0.55,-0.14,0.018213379,0.07520381,-0.008327007,5.64,7.6,7.52,6.32,7.09,8.96,6.37,6.8,2.76,6.89,4.93,4.98,4.99,4.27,4.42,6.08,5.82,6.03,7.2,7.19
"198902",-2.25,2.66,0.86,-0.74,1.85,0.61,0.93,-0.002578876,0.013599265,-0.001604314,-1.4,-2.99,-2.09,-1.31,-3.76,-1.22,-1.79,-1.15,-1.82,-0.38,0.36,0.53,1.18,1.48,0.47,0.34,-0.2,0.03,-1.47,-2.96
"198903",1.57,0.75,0.48,-0.05,0.73,0.67,3.56,0.000236276,0.008680862,-0.014444824,5.43,-1.41,1.2,3.82,-5.49,5.56,2.88,4.96,0.57,3.41,1.88,2.62,2.36,1.93,3.77,0.73,1.04,1.73,2.47,2.42
"198904",4.33,-0.69,-1.45,0.8,-0.5,0.67,1.7,-0.021552196,-0.001708665,-0.018061819,5.74,0.47,5.33,2.61,5.19,9.63,5.53,5.41,3.9,4.64,2.86,2.74,4.4,4.73,5.37,4.93,5.79,4.96,4.86,5.26
"198905",3.35,-0.01,-0.84,0.46,-0.04,0.79,1.55,0.04316472,0.049636506,-0.035968907,5.37,2.3,3.64,2.82,2.46,5.8,5.27,3.43,5.34,4.2,2.93,3.3,3.57,3.84,4.74,4.71,4.02,3.93,4.85,4
"198906",-1.35,-1.08,2.17,0.07,1.53,0.71,0.66,-0.003383504,0.002365899,0.068073552,1.48,1.28,-2.68,-0.96,-3.26,-0.02,-2.06,-2.74,3.4,0.96,-1.16,-1.6,-2.06,-1.98,-1.27,-0.77,-0.66,0.27,0.38,-0.76
"198907",7.2,-4.06,-2.81,1.89,-0.6,0.7,5.4,0.017373333,0.025780095,0.025000895,11.98,5.12,7.63,3.76,2.95,8.57,9.14,13.89,5.8,8.15,2.65,3.04,4.74,4.19,4.85,4.74,6.79,7.97,8.01,9.18
"198908",1.44,0.48,0.65,0.58,-0.56,0.74,-0.14,-0.084886662,-0.052019348,0.008064465,-1.99,5.43,4.43,3.36,2.54,1.02,2.7,0.37,-0.8,3.41,1.96,1.7,3.4,3.22,3.06,3.37,3.99,3.07,3.45,1.22
"198909",-0.76,0.48,-1.34,1.25,0.57,0.65,3.39,0.027785413,0.01750386,-0.050727625,-0.54,-4.6,-2.53,1.41,-2.71,3.81,-2.23,2.38,0.48,1.42,-0.08,0.54,0.15,0.91,0.22,-0.73,-1.2,-1.69,-0.51,0.44
"198910",-3.67,-3.29,-1.09,0.13,-0.01,0.68,1.37,-0.157862003,-0.112248352,0.024568738,-2.49,-5.7,-4.36,0.46,-4.42,-2.03,-4.11,0.39,1.01,-4.85,-5.7,-5.74,-5.48,-6.44,-5.46,-5.03,-4.56,-4.64,-4.61,-1.17
"198911",1.03,-1.29,-1.08,-0.91,1.36,0.69,2.57,-0.009830392,0.018036427,-0.019272052,1.68,-1.18,3.06,3.93,-1.81,2,1.37,4.53,3.23,-0.02,-1.23,0.25,1.04,0.25,1.16,1.66,0.62,2.12,1.17,2.25
"198912",1.16,-2.28,0.24,-0.1,1.42,0.61,2.78,-0.021630182,0.008473493,0.022143731,1.36,-1.45,2.99,5.86,-1.09,5.73,1.25,1.05,4.79,-1.5,-2.14,-0.69,0.75,0.32,-0.49,0.8,1.56,2.21,1.74,2.38
"199001",-7.85,-1.39,0.89,-1.42,1.35,0.57,-3.32,-0.023188345,-0.003624085,-0.036649133,-9.43,-3.84,-6.29,-4.14,-1.29,-13.4,-6.24,-7.37,-5.35,-8.83,-5.56,-8.02,-8.8,-8.82,-9.17,-7.5,-7.26,-8.45,-6.85,-6.8
"199002",1.11,1.19,0.63,-0.16,-0.62,0.57,-0.52,-0.004558274,0.027233968,-0.031401087,-0.39,5.13,2.55,3.03,4.11,-0.34,1.92,-2.06,0.22,2.54,1.22,2.7,4.12,2.33,2.91,2.8,1.6,2.16,1.95,1.18
"199003",1.83,1.58,-2.86,2.06,-0.94,0.64,1.66,-0.022161198,0.036252362,-0.025729537,4.54,2.9,3.91,-0.48,4.46,4.18,5.3,3.86,-0.75,-0.31,2.03,2.72,4.9,3.22,3.71,1.88,3.66,1.87,1.19,2.61
"199004",-3.36,-0.4,-2.58,1.63,-1.02,0.69,2.46,0.010490197,0.010748171,0.060966021,-0.27,-4.04,-2.74,-3.59,-2,-3.46,-1.91,0.29,-5.51,-3.47,-2.14,-3.52,-2.13,-4.85,-3.29,-3.83,-4.77,-4.31,-3.97,-1.62
"199005",8.42,-2.39,-3.74,1.76,-1.47,0.68,3.05,0.01134741,0.011545822,-0.010024433,9.04,7.76,8.08,5.95,12.54,9.4,11.7,12.76,5.42,9.06,4.06,6.11,8.08,6.7,6.76,8.59,9.05,9.42,9.3,9.49
"199006",-1.09,1.38,-2.01,-1.15,-0.39,0.63,2.42,0.002401438,-0.001077143,0.025880858,2.03,-2.25,-0.6,-2.08,-1.17,-4.7,1.62,4.44,0.75,-1.56,1.33,-0.21,-0.46,-0.15,1.08,-0.41,-0.87,-0.83,-1.64,-0.3
"199007",-1.9,-3.28,-0.01,-0.44,3.09,0.68,5.93,-0.031723661,-0.013286053,0.052746136,-0.81,-3.48,0.22,8.23,-7.43,-4.59,-4.01,2.59,0.88,-3.46,-4,-4.63,-4.14,-4.19,-3.78,-3.74,-1.69,-2.59,-1.91,0.08
"199008",-10.14,-3.88,1.6,-0.43,3,0.66,1.8,0.029455321,0.013263673,0.044896617,-7.36,-14.27,-12.07,-1.21,-12.04,-10.72,-12.17,-6.82,-6.63,-11.4,-12.48,-13.86,-13.22,-12.56,-12.54,-11.51,-10,-10.22,-9.35,-8.51
"199009",-6.12,-3.77,0.74,0,3.71,0.6,5.52,-0.015681689,0.063287366,0.023601792,-4.11,-10.58,-8.04,-1.59,-6.66,1.3,-8.42,-4.35,0.48,-9.98,-8.6,-9.41,-8.81,-9.25,-9.51,-7.24,-5.84,-8.04,-6.28,-4.04
"199010",-1.92,-5.12,0.25,2.94,-0.45,0.68,6.73,0.053710324,0.049877744,-0.016002993,2.45,-3.22,-1.82,-4.2,-3.5,2.8,-3.07,1.43,7.23,-6.36,-6.99,-6.25,-5.93,-5.68,-5.74,-3.77,-3.01,-3.01,-2.28,0.52
"199011",6.35,-0.05,-3.07,0.82,-4.72,0.57,-5.61,0.030115084,0.016811964,-0.014972433,6.55,4.11,7.4,1.63,11.19,3.1,10.37,9.45,2.3,10.64,1.64,4.21,6.76,7.88,9.17,8.96,7.99,9.58,9.69,5.64
"199012",2.46,0.66,-1.55,2.89,-2.03,0.6,0.15,-0.055580246,-0.031386918,-0.036438611,4.41,-0.44,4.89,-2.17,4.18,1.75,3.39,2.75,0.8,5.46,-1.17,1.44,3.21,5.36,4.53,4.99,4.47,3.83,4.03,2.39
"199101",4.69,3.89,-1.84,1.48,-4.08,0.52,-6.52,0.038957556,0.022660545,-0.092496842,5.15,7.29,6.44,-2.01,14.96,0.18,9.41,4.53,-1.37,7.48,7.28,8.34,8.43,7.58,9.17,6.9,6.5,5.95,6.1,4.07
"199102",7.19,3.91,-0.6,-0.28,-0.21,0.48,-4.82,-0.021173361,-0.036432596,-0.019065636,10.29,10.24,5.96,8.39,6.41,3.41,8.04,9.85,4.83,9.69,12.81,12.76,10.49,11.61,10.07,8.72,10.01,7.84,7.96,6.71
"199103",2.65,3.83,-1.2,-0.36,-1.01,0.44,2.81,-0.026115824,-0.022814304,-0.00565914,4.78,1.16,1.36,1.28,0.75,2.34,8.61,5.43,1.71,3.05,9.65,6.5,6.7,5.92,5.26,4.62,3.44,4.28,2.88,2.24
"199104",-0.28,0.36,1.4,0.62,0.7,0.53,-2.39,0.006464405,0.04540682,0.021332493,-0.96,-2.35,0.39,2.52,-2.89,1.13,1.96,-1.12,-0.03,1.3,2.69,-0.17,0.26,0.41,1.09,-0.15,-0.02,1.35,1.62,-0.3
"199105",3.64,0.17,-0.55,2.18,-2.45,0.47,-0.11,-0.005935594,0.001235594,-0.007937645,3.59,14.72,7.38,-1.38,3.61,-1.45,7.53,4.61,0.16,4.99,2.63,3.81,4.75,3.99,4.35,4.27,4.52,5.27,4.93,3.65
"199106",-4.94,0.15,1.19,1.58,0.62,0.42,0.46,0.041703164,0.051328782,0.028188804,-4.95,-4.46,-4.21,-3.7,-8.81,-1.9,-4.18,-4.16,-2.37,-5.21,-4.02,-5.07,-4.18,-4.4,-3.74,-4.29,-3.96,-5.06,-5.58,-4.2
"199107",4.24,-0.96,-1.29,1.48,-1.41,0.49,4.32,-0.001286557,0.004824663,0.016337539,5.67,-0.41,3.17,5.02,4.63,3.2,5.4,8.44,3.99,4.7,2.17,4.16,3.73,4.15,4.92,5.57,4.95,4.5,4.72,4.81
"199108",2.32,1.45,-0.8,0.94,-0.36,0.46,1.6,-0.016937894,-0.018806696,-0.016850326,5.4,-2.14,1.96,1.74,2.81,0.84,3.68,2.86,3.53,3.1,1.86,4.05,3.35,3.94,4.99,3.87,2.32,2.55,2.66,2.62
"199109",-1.59,1.55,-1,-1.79,0.11,0.46,1.73,-0.014476074,0.018049345,0.008629862,-3.25,-2.68,-2.29,-0.7,-1.3,0.55,-3.24,-0.4,3.73,-0.55,0.89,1.6,1.34,-0.21,-0.17,-0.79,-0.66,-0.58,-0.92,-1.65
"199110",1.28,0.89,-0.48,-1.87,-0.29,0.42,3.19,-0.019230826,0.021547872,0.019709287,-0.62,-1.99,1.52,2.03,1.99,2.11,-1.96,6.64,1.23,2.33,2.32,5.14,2.6,2.15,2.71,2.33,1.14,2.23,2.39,1.18
"199111",-4.19,-0.87,-1.92,0.9,-0.04,0.39,1.26,0.027519208,-0.001550541,0.043711976,-0.52,-7.97,-5.45,-7.67,-4.37,-4.92,-1.21,-2.55,1.89,-5.37,-1.24,-4.74,-5.56,-4.65,-5.46,-3.94,-3.56,-3.83,-4.67,-3.29
"199112",10.83,-2.41,-4.04,3.83,-3.09,0.38,8.29,-0.053449023,-0.072618185,-0.047669812,14.63,7.65,11.52,1.94,9.13,9.83,13,16.47,5.01,12.6,2.81,6.53,7.24,9.37,10.67,11.35,10.05,11.41,11.74,11.64
"199201",-0.59,9.26,4.53,-1.3,3.26,0.34,-2.47,-0.061425156,-0.035956052,-0.075784777,-3.05,10.49,2.2,-4.15,6.63,-2.62,0.34,-5.55,-4.58,2.11,16.73,11.78,7.81,6.86,5.28,3.89,1.2,1.23,-0.09,-2.78
"199202",1.09,1.37,6.38,0.27,2.09,0.28,-0.61,-0.039232388,0.010972403,-0.045745348,1.1,12.28,2.04,-0.52,3.87,-1.21,2.6,-2.59,-1.23,3.15,5.13,3.75,2.36,2.46,2.39,3.01,2.04,1.99,2.15,0.51
"199203",-2.65,-0.91,3.67,-0.14,2.01,0.34,-0.35,-0.038446768,0.017900254,-0.001307503,-1.56,0.79,-1.25,-2.79,-5.17,-0.98,-1.33,-5.46,-0.53,-2.15,-1.1,-4.6,-3.81,-3.5,-2.5,-2.28,-2.72,-3.12,-2.32,-1.84
"199204",1.08,-5.72,4.32,1.69,2.22,0.32,-2.6,0.034613378,0.047468167,-0.004842522,0.74,7.9,2.99,9.47,-1.02,6.85,-3.48,-2.15,2.68,0.52,-5.21,-4.89,-4.51,-3.29,-1.07,-2.15,-0.26,1.57,2.04,2.95
"199205",0.3,0.2,1.25,-1.01,0.41,0.28,0.1,0.001332154,0.052610824,-0.002338965,1.38,-1.92,-0.55,3.2,0.03,-1.7,0.18,1.08,2.54,1.53,0.23,-0.08,0.27,1.19,0.79,1.03,0.7,0.49,0.58,0.67
"199206",-2.34,-2.73,3.39,-0.05,1.05,0.32,-0.6,0.06708421,0.009649743,0.018128151,-2.88,2.16,-3.31,-3.48,-4.09,1.24,-1.9,-4.68,0.54,-0.01,-4.71,-5.43,-4.01,-3.5,-3.23,-2.71,-2.94,-1.53,-1.7,-1.61
"199207",3.77,-0.63,-0.53,1.21,-0.81,0.31,1.43,-0.037047206,-0.048934247,0.024990333,4.67,0.43,3.02,5.36,2.98,5.37,3.84,5.73,6.69,3.2,2.46,3.1,4.09,3.3,4.09,5.07,3.77,4.58,4.1,4.1
"199208",-2.38,-0.43,-1.05,3.75,-1.56,0.26,-0.52,-0.004850838,0.006629689,0.049691933,0.85,-9.46,-3.53,2.57,-4.54,-1.05,-0.55,-3.31,-0.49,-3.41,-3.29,-3.1,-2.67,-2.56,-3.34,-2.23,-2.43,-2,-2.52,-1.83
"199209",1.19,0.5,-0.24,1.71,-0.67,0.26,1.44,0.012378035,0.033243978,-0.021590501,1.1,0.29,1.81,0.14,3.36,1.81,4.04,-4.9,0.82,3.46,0.76,1.24,3.44,1.96,2,3.07,1.1,1.74,2.62,0.88
"199210",1.02,2.05,-2.09,1.33,-0.89,0.23,2.73,-0.059856137,-0.053877607,-0.018761888,-0.84,0.06,0.82,-3.46,2.12,-0.53,4.31,3.32,-0.42,2.97,1.35,3.17,3.47,3.5,3.86,3.31,2.61,3.14,1.89,0.05
"199211",4.13,3.91,-1.47,-0.76,-1.74,0.23,-0.34,0.001799606,0.035218398,-0.053319412,3.65,8.64,3.96,-2.64,6.35,4.29,7.21,4.87,-0.24,6.02,7.41,10.34,8.45,7.32,7.38,6.91,4.61,4.96,4.53,3.16
"199212",1.53,1.63,2.52,-0.59,0.81,0.28,4.47,0.008335823,0.022610867,-0.027755889,0.09,3.37,1.48,1.92,0,5.58,0.61,-1.4,2.7,3.83,4.9,3.07,2.9,3.52,3.5,3.8,2.92,2.97,1.16,1.15
"199301",0.93,2.09,5.89,-1.69,2.89,0.23,4.82,0.004793756,0.035604372,0.002231555,-0.78,9.48,-0.04,2.75,4.86,1.16,0.04,-6.77,2.45,3.28,7.94,3.6,3.46,2.42,2.5,1.69,1.62,2.55,1.9,-0.03
"199302",0.13,-3.44,6.45,-0.42,4.11,0.22,3.13,-0.025149349,-0.000795385,0.071160785,-2.06,-0.28,1.65,6.01,-0.36,5.72,-1.52,-8.94,6.21,0.42,-2.04,-4.46,-2.97,-2.29,-1.39,-1.64,-0.09,-0.02,0.81,1.25
"199303",2.3,0.06,1.27,-0.33,0.9,0.25,3.74,-0.037351563,-0.008441705,-0.024666759,0.01,5.45,2.25,4.1,2.2,3.26,2.77,0.81,1.77,3.9,3.63,2.72,2.89,2.66,3.52,4.75,3.75,3.35,3.06,1.81
"199304",-3.05,-0.83,2.64,-3.54,1.45,0.24,0.34,0.003013333,0.032716154,-0.01648798,-9.23,2.31,-0.09,1.18,-3.68,-2.87,-8.15,1.31,-0.15,-3.21,-1.6,-3.41,-2.84,-2.82,-3.18,-2.21,-2.62,-3.02,-2.88,-2.79
"199305",2.88,1.86,-3.42,-0.07,-1.01,0.22,0.29,-0.014525489,0.015020447,0.042099986,2.66,1.08,2.38,1.74,8.78,4.23,5.88,3.61,-0.06,1.71,3.41,4.67,5.34,3.99,4.7,4.92,3.23,3.93,2.44,2.64
"199306",0.31,0.11,2.62,-0.91,1.22,0.25,4.59,-0.018419991,0.011606599,-0.023109952,-0.75,3.3,-0.21,-1.12,-0.43,4.64,-2.88,-2.93,3.18,2.21,1.45,-0.16,0.2,0.82,1.99,-0.3,1.34,1.34,0.28,0.29
"199307",-0.34,0.92,3.26,-2.11,2.05,0.24,3.24,-0.018657929,0.00723117,-0.010058215,-2.36,1.68,-0.02,0.48,-3.89,2.15,0.65,-5.99,1.95,2.06,1.42,1.24,1.2,0.98,1.35,-0.07,0.45,0.06,0.66,-0.66
"199308",3.72,0.26,-0.44,-1.07,-0.06,0.25,2.58,0.040883184,0.024372105,0.023149207,4.27,0.5,3.43,4.22,6.41,5.47,3.97,3.06,3.67,3.46,3.67,4.25,4.64,5.03,3.85,4.43,4.32,5.66,3.96,3.47
"199309",-0.12,3.05,-0.48,0.66,-0.11,0.26,3.4,0.025076743,0.033390653,-0.074210062,-1.79,0.82,-1.96,1.44,1.33,-0.47,-0.33,0.92,-0.63,1.69,3.78,2.7,2.59,3.67,2.34,1.52,0.75,0.15,-0.18,-0.6
"199310",1.41,1.59,-1.56,-0.07,0.58,0.22,-2.67,0.004300488,0.013647469,0.040338968,6.08,7.51,3.17,-1.87,1.6,2.61,4.63,5.99,-1.96,-2.28,5.04,4.23,3.95,1.3,2.22,0.11,0.52,1.15,0.63,1.92
"199311",-1.89,-1.42,-0.26,1.75,-0.96,0.25,-4.71,0.015118459,0.028608411,0.045241648,0.67,0.84,1.18,-5.89,0.01,-6.04,0.67,1.11,-5.51,-2.8,-2.96,-3.22,-3.18,-3.72,-2.79,-2.5,-3.77,-2.37,-1.29,-0.89
"199312",1.65,1.37,0.58,0.82,-0.32,0.23,2.29,0.049952542,0.031154651,0.007926338,1.46,4.51,3.73,0.53,2.98,-0.43,-2.09,2.49,1.61,2.61,0.08,1.53,2.82,3.73,4.75,4.03,4.27,3.61,2.41,0.66
"199401",2.87,-0.16,2.09,-2.27,1.47,0.25,0.01,0.038801443,0.070416959,0.000796625,-0.45,6.96,4.82,4.86,4.72,2.01,0.63,1.92,-1.22,4.41,5.54,3.76,3.21,2.14,1.97,2.8,3.09,2.74,2.86,3.15
"199402",-2.56,2.64,-1.41,2.55,-1.05,0.21,-0.26,-0.0510396,-0.037688967,0.013685742,-1.28,-4.36,-0.61,-2.97,1.66,-5.53,1.98,-5.55,-4.95,-3.9,-0.9,-0.99,-0.49,-0.93,0.74,-0.36,-1.34,-1.79,-2.12,-3.27
"199403",-4.78,-1,1.33,0.71,1.27,0.27,-1.32,-0.01537955,-0.008015015,0.029861778,-4.05,-6.42,-4.39,-3.63,-3.89,-3.73,-4.61,-6.72,-3.93,-4.29,-4.51,-5.23,-6.74,-5.55,-4.46,-5.35,-4.28,-4.81,-3.63,-4.26
"199404",0.68,-1.05,1.68,0.9,1.14,0.27,0.41,-0.074834533,-0.050883462,0.005672995,1.22,-0.45,0.09,4.13,-1.6,1.42,0.26,2.41,2.11,1.25,-1.49,-0.79,-0.09,0.76,0.12,0.33,1.14,0.56,0.41,1.52
"199405",0.58,-2.46,0.17,0.91,0.71,0.31,-2.16,-0.039017867,-2.72e-05,0.037436468,-1.33,-2.78,2.09,0.89,2.09,1.67,-1.9,4.36,-5.35,3,-0.45,-0.98,-1.22,-1.44,-1.85,-0.83,-1.22,0.41,0.84,2.05
"199406",-3.03,-0.53,1.68,1.03,1.51,0.31,-0.83,-0.078480108,-0.034081395,0.000646169,-1.82,-3.43,-2.57,-2.68,-5.23,0.71,-2.62,-3.69,-3.13,-2.64,-2.13,-3.96,-3.35,-2.75,-3.17,-1.7,-3.06,-3.3,-2.94,-2.36
"199407",2.82,-1.84,0.97,-1.03,0.1,0.28,0.19,0.01187593,0.063324656,-0.010430232,2.94,3.7,4.56,3.3,3.87,3.2,0.79,1.05,5.16,2.65,0.63,0.35,2.48,1.91,2.33,3.47,3.89,3.14,3.35,3.23
"199408",4.01,1.34,-3.45,1.25,-1.48,0.37,1.54,-0.017373587,0.03568245,0.004915969,6.05,-0.23,4.74,-0.06,9.34,1.16,4.55,10.71,0.66,3.47,2.67,4.55,5.53,6.69,6.89,5.15,5.26,4.87,4.97,3.76
"199409",-2.31,2.58,-1.81,0.9,0.99,0.37,1.31,0.02063491,0.016683608,0.032971687,-0.32,-5.06,-1.66,-2.08,-0.51,-1.09,-2.29,1.73,-2.78,-4.23,1.49,1.11,0.91,-0.79,-0.63,-0.77,-1.78,-2.09,-2.83,-2.36
"199410",1.34,-2.26,-2.36,0.74,-0.64,0.38,1.45,0.030068673,0.034300639,0.009489096,2.16,-1.46,0.58,7.37,7.26,-0.09,1.21,0.88,1.56,0.15,0.47,0.38,-0.2,-0.38,-0.47,1.85,0.35,0.21,1.77,2.66
"199411",-4.04,-0.06,-0.05,0.63,-0.45,0.37,-0.19,-0.014579924,-0.043897052,-0.02054014,-1.66,-5.07,-5.44,-4.84,-2.14,-5.45,-3.38,0.43,0.26,-5.18,-3.86,-3.64,-3.62,-3.91,-3.91,-5.63,-5.37,-3.45,-4.19,-3.13
"199412",0.86,-0.01,0.27,0.88,0.34,0.44,3.5,-0.029581709,-0.0070965,0.014423444,1.33,3.83,4.06,-0.99,2.47,0.9,-2.84,0.53,0.35,1.47,-2.33,-0.17,1.78,2.34,2.96,2.36,1.54,1.02,0.72,1.42
"199501",1.8,-2.9,1.64,0.51,-0.82,0.42,-1.83,0.022103692,0.064983822,-0.033820074,1.84,-5.84,-0.4,0.37,-0.81,4.2,1.54,6.15,6.23,4.72,3.06,1.47,-0.46,-1.03,-2.18,0.08,1.28,1.57,3.04,2.98
"199502",3.63,-0.44,0.38,0.84,-0.32,0.4,-0.34,0.023434808,0.025063065,-0.006592169,3,5.07,5.5,4.48,6.77,1.51,2.66,2.24,0.82,4.85,2.22,3.56,3.73,3.84,4.39,5.74,5.37,4.29,5.57,3.42
"199503",2.18,-0.58,-2.05,0.2,0.15,0.46,0.36,0.009981359,-0.010773311,0.015768986,2.72,1.44,3.5,5.27,4.53,0.28,3.5,2.69,-1.75,1.98,2.04,1.22,3.73,2.03,2.18,2.06,2.99,2.13,3.3,2.65
"199504",2.11,-0.27,1.7,0.06,1.02,0.44,1.82,0.031559674,0.05251707,0.012805986,1.84,1.41,2.98,2.34,8.29,1.59,-1.68,3.08,2.38,1.61,3,2.51,2.37,1.42,2.07,1.23,2.55,1.26,1.61,3.22
"199505",2.9,-2.11,1.92,0.26,0.11,0.54,-0.44,-0.002283063,0.00490444,-0.005888343,4.72,4.84,3.18,4.08,3.05,0.63,2.72,1.62,6.01,4.47,2.35,1.86,2.09,1.14,0.93,2.46,1.98,2.68,3.85,4.2
"199506",2.72,3.02,-2.99,-0.15,-2.43,0.47,2.89,-0.026107394,-0.031384907,0.007993136,1.7,0.83,2.08,-3.09,9.81,3.87,4.94,4.47,-0.46,2.15,7.65,5.68,6.44,5.86,4.14,4.21,5.3,3.15,2.41,2.36
"199507",3.72,2.19,-2.24,1.07,-1.7,0.45,2.55,-0.00698546,0.013730645,0.051379623,1.26,2.65,3.53,2.3,7.91,5.14,3.53,5.31,-0.38,4.87,5.29,7.1,6.13,7.07,6.32,5.87,6.22,5.22,3.89,3.29
"199508",0.55,1.97,1.93,-0.97,1.59,0.47,0.09,-0.003340614,0.019886803,-0.009407186,0.68,0.72,-0.17,-1.61,-0.08,4.33,-2.78,1.04,0.98,3.72,4.72,3.84,1.76,2.08,2.3,1.14,1.17,1.84,2.1,0.23
"199509",3.35,-1.9,-0.95,1.18,0.31,0.43,2.72,-0.027817991,-0.022558119,-0.077218643,6.69,-0.52,2.25,1.31,1.26,5.63,2.77,7.47,6.24,4.57,2.33,2.74,1.6,1.97,1.5,1.5,2.59,2.32,2.63,5.11
"199510",-1.52,-4.21,-0.09,1.71,-0.01,0.47,4.14,-0.004928347,0.010445756,0.028717706,0.36,-4.78,-2.7,-0.24,1.48,-0.12,-5.51,1.15,1.48,-2.05,-5.01,-4.27,-6.45,-6.26,-4.11,-1.86,-0.96,-3.06,-2.17,0.44
"199511",3.95,-0.97,0.34,-0.39,1.17,0.42,-0.62,0.031899101,0.062070347,-0.022069317,4.52,5.45,6.53,4.76,-0.73,2.67,6.15,4.96,1.56,6.17,0.56,2.92,4.24,5.22,3.61,5.75,4.54,4.54,5.25,4.2
