"month","Mkt.RF","SMB","HML","RMW","CMA","RF","MOM","LIQ.agg","LIQ.innov","LIQ.v","NoDur","Durbl","Manuf","Enrgy","HiTec","Telcm","Shops","Hlth","Utils","Other","Lo10","Dec2","Dec3","Dec4","Dec5","Dec6","Dec7","Dec8","Dec9","Hi10"
"198709",-2.59,0.39,0.28,-0.94,1.89,0.45,0.72,-0.03012279,-0.039013073,0.002251011,-1.13,-0.72,-0.12,-4.38,-0.82,-1.76,-3.03,-2.1,-2.31,-1.84,-1.19,-2.65,-2.3,-2.05,-2.23,-2.37,-1.15,-2.17,-2.6,-1.52
"198710",-23.24,-8.1,4.2,1.67,2.34,0.6,-7.87,-0.461006635,-0.384112574,0.055070917,-27.93,-31.56,-29.9,-25.83,-31.62,-25.28,-29.64,-32.67,-10.44,-24.84,-27.68,-30.3,-28.86,-29.42,-28.12,-25.93,-25.9,-23.97,-22.2,-20.33
"198711",-7.77,2.72,3.23,-1.95,0.84,0.35,-1.13,-0.024268475,-0.070276792,-0.017544224,-6.36,-5.65,-4.15,-7.14,-7.61,-7.01,-7.26,-6.36,-1.58,-4.16,-5.39,-6.03,-4.9,-5.58,-4.62,-4.15,-4.52,-6.09,-6.78,-8.83
"198712",6.81,0.1,-4.43,3.06,-2.33,0.39,5.81,-0.102085889,-0.026037037,0.001863272,4.3,6.6,5.12,-2.74,5.08,18.01,1.57,1.45,1.13,1.44,-0.65,6.36,7.18,8.84,9.27,8.83,9.33,8.06,8.69,7.69
"198801",4.21,-0.54,5.16,-1.11,2.12,0.29,-7.63,-0.11093769,-0.072920808,0.039317918,5.63,6.71,7.84,7.58,7.32,5.23,8.17,12.56,8.16,8.28,10,6.24,5.81,4.51,4.4,5.56,3.77,4.98,6.32,5.51
"198802",4.75,3.34,-1.64,1.89,-0.12,0.46,-1.54,-0.033424961,0.062811847,0.002018731,8.38,8.69,7.86,3.29,6.79,9.93,9.16,7.47,2.22,4.83,5.51,7.25,7.28,10.08,8.96,8.12,8.02,8.5,5.62,4.41
"198803",-2.27,6.24,0.74,-0.27,1.97,0.44,0.64,-0.030570298,0.026132393,-0.021569006,3.92,5.01,5.06,5.78,3.69,2.61,4.49,6.11,-0.74,2.18,4.48,4.79,3.62,3.57,2.24,1.11,0.74,0.64,-1.83,-3.79
"198804",0.56,1.12,1.7,-0.2,1.9,0.46,2.28,0.008880095,0.030208064,-0.023085767,2.39,1.83,2.38,3.1,1.74,2.67,1.81,1.54,0.33,0.04,1.24,2.15,2.04,2.41,0.91,0.68,0,0.33,0.57,0.03
"198805",-0.29,-2.6,2.28,-0.75,0.38,0.51,0.65,-0.06853687,-0.000146433,-0.003307423,-1.07,-1.23,-1.29,-1.01,-3.39,-3.69,-1.06,-2.26,1.89,-1.71,-1.71,-2.56,-3.22,-2.88,-1.75,0.19,-0.68,0.16,-0.15,1.24
"198806",4.79,2.17,-1.12,1.47,-3.24,0.49,-2.92,0.007002899,0.020284592,-0.012415975,3.71,6.29,6.26,-0.02,6.3,8.91,5.29,5.05,3.66,4.53,3.93,5.3,7.6,7.07,6.71,6.38,7.98,6.8,5.88,4.77
"198807",-1.25,-0.16,2.26,-0.65,1.48,0.51,0.64,0.016833663,0.033300148,-0.011189013,-0.18,0.41,-0.33,1.08,-1.5,2.1,0.6,-0.14,-0.04,0.46,0.72,-0.45,-0.33,-0.99,-1.33,-2.25,-2.02,-1.68,-1.72,-0.25
"198808",-3.31,0.02,2.08,-0.83,1.76,0.59,0.33,-0.025814135,0.027450345,0.034155783,-2.19,-2.51,-3.15,-1.79,-3.45,-3.83,-1.75,-1.92,-0.17,-1.71,-2.1,-2.46,-2.19,-3.38,-2.99,-2.01,-1.68,-1.82,-2.81,-2.41
"198809",3.3,-1.31,-0.67,1.75,-0.47,0.62,0.24,-0.022907456,0.003193617,0.014297748,2.84,2.67,2.9,-4.45,1.9,3.97,4.14,2.12,2.5,1.35,1.26,2.27,3.28,2.5,2.84,2.38,3.86,2.85,4.95,4.81
"198810",1.15,-2.95,1.67,1.42,1.06,0.61,1.31,-0.043188866,0.004438892,0.026170001,0.56,-1.63,-1.31,-3.02,-2.93,-0.63,-1.04,-3.92,1.82,-0.85,-2.13,-1.68,-0.55,-1.18,0.04,-0.05,0.32,0.28,1.39,2.99
"198811",-2.29,-1.66,1.27,-0.34,1.57,0.57,0.42,-0.065589906,-0.00657467,-0.001175243,-4.46,-5.79,-3.64,-3.47,-5.28,-1.81,-3.97,-6.8,-0.2,-3.56,-4.94,-3.79,-3.38,-2.57,-2.28,-2.56,-1.76,-2.45,-2.73,-1.5
"198812",1.49,1.99,-1.54,0.58,-0.39,0.63,0.42,-0.024276894,0.002586534,-0.043138658,3.25,1.12,3.47,1.69,3.75,4.96,1.53,2.92,1.24,0.7,1.3,2.53,4.93,3.5,3.95,3.64,2.14,2.52,2.02,2.03
"198901",6.1,-2.22,0.53,-0.86,0.16,0.55,-0.14,0.018213379,0.07520381,-0.008327007,5.24,7.09,6.17,8.77,7.33,10.84,5.42,6.45,3.03,6.17,7.2,4.81,5,4.05,4.04,6.14,6.12,5.78,7.26,6.75
"198902",-2.25,2.66,0.86,-0.74,1.85,0.61,0.93,-0.002578876,0.013599265,-0.001604314,0.96,0.75,0.95,-0.22,-1.29,1.15,0.44,-1.16,-0.89,1.19,0.35,0.48,1.35,1.43,0.39,0.38,-0.05,0.05,-1.43,-2.53
"198903",1.57,0.75,0.48,-0.05,0.73,0.67,3.56,0.000236276,0.008680862,-0.014444824,4.36,1.15,1.98,5.7,0.91,4.09,2.05,2.14,0.1,0.8,1.33,2.77,2.11,1.73,3.15,0.56,0.87,1.3,2.17,3.01
"198904",4.33,-0.69,-1.45,0.8,-0.5,0.67,1.7,-0.021552196,-0.001708665,-0.018061819,4.66,1.29,3.92,3.14,3.14,8.97,4.08,4.45,2.91,2.23,2.65,2.12,3.73,4.61,5.26,4.88,5.72,4.95,4.56,5.45
"198905",3.35,-0.01,-0.84,0.46,-0.04,0.79,1.55,0.04316472,0.049636506,-0.035968907,3.36,2.52,2.53,1.5,2.68,6.63,3.63,4.53,4.72,2.22,2.24,2.73,3.26,3.67,4.33,4.73,4.03,4.27,4.5,4.48
"198906",-1.35,-1.08,2.17,0.07,1.53,0.71,0.66,-0.003383504,0.002365899,0.068073552,-0.33,-2.71,-1.66,-2.44,-2.11,-0.13,-2.39,-5.03,2.43,0.08,-1.11,-1.83,-2.25,-2.17,-0.99,-1.1,-0.76,0.04,0.15,-0.71
"198907",7.2,-4.06,-2.81,1.89,-0.6,0.7,5.4,0.017373333,0.025780095,0.025000895,5.45,6.45,2.8,4.55,0.55,4.43,2.13,4.68,4.73,3.04,1.59,3.05,4.74,4.22,4.75,4.77,6.58,7.76,7.89,9.44
"198908",1.44,0.48,0.65,0.58,-0.56,0.74,-0.14,-0.084886662,-0.052019348,0.008064465,0.58,1,2.58,3.65,1.58,3.56,1.91,1.89,0.4,2.32,1.43,1.78,3.44,3.3,3.06,3.43,4.13,3.2,3.44,1.32
"198909",-0.76,0.48,-1.34,1.25,0.57,0.65,3.39,0.027785413,0.01750386,-0.050727625,-1.15,-0.11,0.12,1.92,0.39,1.04,-0.8,2.74,0.29,0.26,0.56,0.38,-0.01,0.76,0.12,-0.71,-1.2,-1.69,-0.37,0.27
"198910",-3.67,-3.29,-1.09,0.13,-0.01,0.68,1.37,-0.157862003,-0.112248352,0.024568738,-6.47,-7.27,-5.96,-3.21,-4.05,-6.66,-6.8,-4.72,-0.14,-5.28,-5,-6.13,-5.75,-6.83,-5.55,-5.19,-4.59,-4.84,-4.38,-1.64
"198911",1.03,-1.29,-1.08,-0.91,1.36,0.69,2.57,-0.009830392,0.018036427,-0.019272052,-0.29,-3.19,-1.28,3.11,-2.62,-0.12,-2.1,0.55,2.97,-1.27,-2.39,-0.05,0.65,0,0.93,1.64,0.42,1.99,1.1,1.89
"198912",1.16,-2.28,0.24,-0.1,1.42,0.61,2.78,-0.021630182,0.008473493,0.022143731,-1.7,-1.1,-0.99,6.38,-1.46,0.85,-0.61,-1.93,4.39,-3.83,-2.95,-1.21,0.44,0,-0.67,0.86,1.78,2.2,1.86,1.86
"199001",-7.85,-1.39,0.89,-1.42,1.35,0.57,-3.32,-0.023188345,-0.003624085,-0.036649133,-5.98,-6.12,-5.03,-0.73,-5.07,-10.32,-5.32,-5.58,-4.93,-5.14,-2.84,-7.86,-8.62,-8.93,-9.73,-7.47,-7.78,-8.84,-7.17,-7.15
"199002",1.11,1.19,0.63,-0.16,-0.62,0.57,-0.52,-0.004558274,0.027233968,-0.031401087,1.22,0.14,2.89,4.78,3.55,0.84,2.58,1.69,1.13,0.8,1.52,1.98,3.97,2.15,3.56,2.8,1.83,2.3,1.71,1.07
"199003",1.83,1.58,-2.86,2.06,-0.94,0.64,1.66,-0.022161198,0.036252362,-0.025729537,2.58,2.64,4.46,4.75,4.25,1.34,4.36,4.56,-0.15,-0.07,2.17,2.16,4.61,3.32,3.56,2.05,3.62,1.66,1.16,2.48
"199004",-3.36,-0.4,-2.58,1.63,-1.02,0.69,2.46,0.010490197,0.010748171,0.060966021,-1.73,-2.82,-1.63,-4.57,-1.97,-2.77,-2.7,-0.88,-4.66,-3.43,-1.68,-3.88,-2.97,-5.07,-3.34,-4.19,-4.99,-4.68,-4.17,-2.52
"199005",8.42,-2.39,-3.74,1.76,-1.47,0.68,3.05,0.01134741,0.011545822,-0.010024433,3.27,2.08,5.22,4.05,7.59,9.24,5.5,8.13,3.79,2.05,2.69,4.97,6.67,5.74,6.37,8.35,9.18,9.05,9.29,9.69
"199006",-1.09,1.38,-2.01,-1.15,-0.39,0.63,2.42,0.002401438,-0.001077143,0.025880858,0.51,0.61,-0.41,0.69,1.18,0.29,0.68,5.14,0.32,-0.7,1.16,-0.89,-0.67,0.05,1.19,-0.67,-1.39,-0.77,-1.8,-0.57
"199007",-1.9,-3.28,-0.01,-0.44,3.09,0.68,5.93,-0.031723661,-0.013286053,0.052746136,-4.26,-5.2,-2.04,4.06,-5.15,-7.03,-4.22,-0.6,0.37,-3.59,-2.74,-4.7,-4.04,-4.15,-3.81,-3.85,-1.62,-2.48,-2.12,-0.67
"199008",-10.14,-3.88,1.6,-0.43,3,0.66,1.8,0.029455321,0.013263673,0.044896617,-11.61,-16.34,-12.29,3.19,-14.38,-15.71,-13.67,-10.46,-5.08,-11.35,-10.94,-13.99,-13.34,-12.75,-12.74,-11.83,-10.19,-10.36,-9.72,-8.9
"199009",-6.12,-3.77,0.74,0,3.71,0.6,5.52,-0.015681689,0.063287366,0.023601792,-8.61,-10.97,-7.69,0.84,-9.63,-7.52,-10.53,-8.24,0.72,-8.83,-7.56,-9.9,-9.42,-10.13,-10.32,-8.2,-6.43,-8.41,-6.78,-5.26
"199010",-1.92,-5.12,0.25,2.94,-0.45,0.68,6.73,0.053710324,0.049877744,-0.016002993,-5.32,-7.35,-6.36,-10.71,-4.55,-7.75,-7.34,-3.89,2.39,-7.29,-7.01,-6.29,-6.06,-5.7,-6.81,-4.26,-3.18,-3.38,-3.08,-0.28
"199011",6.35,-0.05,-3.07,0.82,-4.72,0.57,-5.61,0.030115084,0.016811964,-0.014972433,3.19,3.07,3.62,-1.62,4.12,6.43,4.89,6.71,3.58,3.62,0.49,4.37,7.83,8.61,10.59,9.84,9,11.01,11.5,6.82
"199012",2.46,0.66,-1.55,2.89,-2.03,0.6,0.15,-0.055580246,-0.031386918,-0.036438611,1.28,-2.43,0.49,-7.03,-0.59,3.86,-0.57,3.48,0.75,-0.73,-3.11,0.19,2.87,4.89,4.7,5.29,4.73,4.08,4.3,3.35
"199101",4.69,3.89,-1.84,1.48,-4.08,0.52,-6.52,0.038957556,0.022660545,-0.092496842,8.91,7.74,8.81,-1.07,15.92,5.21,10.5,13.39,-0.48,7.25,9.5,9.56,9.75,8.51,9.62,7.51,7.03,6.32,7.05,5.29
"199102",7.19,3.91,-0.6,-0.28,-0.21,0.48,-4.82,-0.021173361,-0.036432596,-0.019065636,10.4,13.98,11.73,10.39,14.01,12.79,13.31,21.22,5.5,15.14,15.44,15.07,11.85,13.83,11.26,9.61,10.45,9.04,7.98,6.31
"199103",2.65,3.83,-1.2,-0.36,-1.01,0.44,2.81,-0.026115824,-0.022814304,-0.00565914,5.92,9.64,5.99,1.7,11.73,6.86,10.25,15.9,1.93,7.15,10.72,5.92,7.51,6.03,5.11,4.38,3.37,4.17,2.51,2.22
"199104",-0.28,0.36,1.4,0.62,0.7,0.53,-2.39,0.006464405,0.04540682,0.021332493,2.15,1.42,2.05,2.18,5.2,10.8,2.74,4.16,0.3,3.14,5.6,0.44,0.27,0.14,1.11,0.39,0.23,1.57,1.86,-0.32
"199105",3.64,0.17,-0.55,2.18,-2.45,0.47,-0.11,-0.005935594,0.001235594,-0.007937645,2.34,6.13,3.99,0.43,1.76,-4.54,4.91,6.14,2.03,2.75,2.4,3,4.1,3.28,3.49,3.85,4.6,5.12,5.03,4.07
"199106",-4.94,0.15,1.19,1.58,0.62,0.42,0.46,0.041703164,0.051328782,0.028188804,-2.68,-2.74,-3.41,-4.76,-5.82,-5.28,-1.86,-4.23,-2.86,-2.89,-2.68,-4.75,-3.99,-4.43,-4.03,-4.07,-3.96,-5.08,-5.72,-4.69
"199107",4.24,-0.96,-1.29,1.48,-1.41,0.49,4.32,-0.001286557,0.004824663,0.016337539,2.39,0.09,3.03,9.02,3.84,1.47,2.9,7.81,3.01,2.91,2.86,4.2,3.77,4.03,4.98,5.52,4.86,4.51,4.86,4.7
"199108",2.32,1.45,-0.8,0.94,-0.36,0.46,1.6,-0.016937894,-0.018806696,-0.016850326,3.88,1.28,2.09,2.49,4.31,1.41,3.14,6.28,3.51,2.51,2.8,4.08,3.06,3.71,4.82,3.79,2.43,2.48,2.68,2.97
"199109",-1.59,1.55,-1,-1.79,0.11,0.46,1.73,-0.014476074,0.018049345,0.008629862,-0.8,4,-0.49,0.19,1.65,4.3,0.58,7.5,2.78,-0.74,1.46,1.44,1.03,-0.13,-0.17,-0.81,-0.67,-0.67,-1.01,-1.78
"199110",1.28,0.89,-0.48,-1.87,-0.29,0.42,3.19,-0.019230826,0.021547872,0.019709287,1.9,2.41,2.9,0.69,3.07,6.79,0.3,10.61,1.02,1.28,2.68,3.98,1.77,2.06,2.49,2.2,1.03,2.34,2.06,1.13
"199111",-4.19,-0.87,-1.92,0.9,-0.04,0.39,1.26,0.027519208,-0.001550541,0.043711976,-1.5,-2.2,-2.03,-4.31,-3.7,-5.08,-4,-0.38,1.39,-2.29,-0.47,-4.62,-4.67,-4.31,-5.13,-4.07,-3.56,-3.96,-4.99,-3.63
"199112",10.83,-2.41,-4.04,3.83,-3.09,0.38,8.29,-0.053449023,-0.072618185,-0.047669812,4.21,2.01,4.06,-6.6,3.89,2.55,3.72,10.78,3.47,3.64,-0.23,4.71,6.73,8.83,10.12,11.04,9.48,11.25,11.74,11.28
"199201",-0.59,9.26,4.53,-1.3,3.26,0.34,-2.47,-0.061425156,-0.035956052,-0.075784777,12.13,17.3,13.23,6.56,21.18,5.97,13.17,24.78,-1.76,18.82,24.5,14.45,9.98,7.64,6.03,5.15,1.71,1.89,0.48,-1.57
"199202",1.09,1.37,6.38,0.27,2.09,0.28,-0.61,-0.039232388,0.010972403,-0.045745348,6.12,11,5.47,2.53,8.38,1.34,6.49,-0.96,0,7,8.6,4.29,2.75,2.46,2.56,3.23,2.15,1.96,2.38,1.15
"199203",-2.65,-0.91,3.67,-0.14,2.01,0.34,-0.35,-0.038446768,0.017900254,-0.001307503,-0.82,-0.62,0.75,-4.28,-1.94,-1.62,0.6,-7.12,-0.6,-0.18,0.85,-3.72,-3.28,-3.3,-2.23,-2.24,-2.43,-2.93,-2.3,-1.83
"199204",1.08,-5.72,4.32,1.69,2.22,0.32,-2.6,0.034613378,0.047468167,-0.004842522,-3.3,-3.25,-2.66,-0.18,-5.43,-1.96,-5.34,-11.48,0.99,-1.12,-4.4,-4.46,-4.27,-3.32,-0.94,-1.99,-0.04,1.26,2.24,2.41
"199205",0.3,0.2,1.25,-1.01,0.41,0.28,0.1,0.001332154,0.052610824,-0.002338965,-0.97,-1.37,0.48,3.78,-1.33,-1.42,-1.44,-1.3,2.9,2.28,0.37,0.33,0.26,1.16,0.93,1.3,1.05,0.63,0.82,0.7
"199206",-2.34,-2.73,3.39,-0.05,1.05,0.32,-0.6,0.06708421,0.009649743,0.018128151,-5.2,-2.35,-4.34,-5.27,-7.46,-0.86,-4.44,-6.1,0.25,-2.16,-4.26,-5.56,-4.53,-3.72,-3.31,-2.66,-2.58,-1.73,-1.66,-1.56
"199207",3.77,-0.63,-0.53,1.21,-0.81,0.31,1.43,-0.037047206,-0.048934247,0.024990333,1.72,0.44,0.89,4.68,1.38,2.49,2.86,3.6,6.84,3.77,1.78,3.13,4.11,3.31,3.99,5.06,3.6,4.69,4.18,3.94
"199208",-2.38,-0.43,-1.05,3.75,-1.56,0.26,-0.52,-0.004850838,0.006629689,0.049691933,-2.54,-3.49,-4.34,2.48,-4.38,-3.73,-1.35,-3.84,1.39,-2.29,-2.82,-2.86,-2.61,-2.38,-3.42,-2.41,-2.36,-2.1,-2.39,-2.01
"199209",1.19,0.5,-0.24,1.71,-0.67,0.26,1.44,0.012378035,0.033243978,-0.021590501,1.03,-0.77,1.02,6.37,1.87,1.96,2.29,-1.5,0.85,1.47,0.78,0.99,3.06,1.82,1.82,2.99,1.02,1.56,2.73,1.5
"199210",1.02,2.05,-2.09,1.33,-0.89,0.23,2.73,-0.059856137,-0.053877607,-0.018761888,0.79,3,1.16,0.04,3.87,3.06,4.58,3.85,-0.3,1.28,1.17,3.24,3.49,3.56,4.19,3.13,2.96,3.16,1.92,0.92
"199211",4.13,3.91,-1.47,-0.76,-1.74,0.23,-0.34,0.001799606,0.035218398,-0.053319412,7.56,8.38,7.31,-0.72,10.82,7.97,9.25,12.29,0.59,5.62,6.99,10.78,8.83,7.63,7.69,7.16,4.59,4.97,4.54,3.33
"199212",1.53,1.63,2.52,-0.59,0.81,0.28,4.47,0.008335823,0.022610867,-0.027755889,1.42,6.83,3.26,0.76,5.01,4.2,3.6,0.95,2.55,5.22,4.92,2.75,2.71,3.29,3.17,3.72,3.05,2.9,1.32,1.64
"199301",0.93,2.09,5.89,-1.69,2.89,0.23,4.82,0.004793756,0.035604372,0.002231555,5.15,10.41,6.64,7.37,7.18,6.93,5.92,3.24,2.51,9.21,11.37,4.18,3.71,2.45,2.55,2.83,1.57,2.46,1.94,0.41
"199302",0.13,-3.44,6.45,-0.42,4.11,0.22,3.13,-0.025149349,-0.000795385,0.071160785,-1.24,-1.63,0.7,7.16,-2.78,2.5,-3.63,-12.75,5.13,0.66,-0.6,-4.11,-2.45,-2.3,-1.67,-1.75,0.14,0.13,0.97,1.3
"199303",2.3,0.06,1.27,-0.33,0.9,0.25,3.74,-0.037351563,-0.008441705,-0.024666759,3.21,4.56,2.11,8.96,0.87,7.05,3.1,0.13,3,3.79,3.16,2.24,2.46,1.86,3,4.43,3.29,3.16,3.04,2.03
"199304",-3.05,-0.83,2.64,-3.54,1.45,0.24,0.34,0.003013333,0.032716154,-0.01648798,-2.01,-1.91,-1.64,4.01,-3.57,-1.71,-3.07,-4.02,0.81,-0.73,-0.41,-3.64,-3.12,-2.89,-3.73,-2.5,-2.45,-2.98,-2.83,-1.93
"199305",2.88,1.86,-3.42,-0.07,-1.01,0.22,0.29,-0.014525489,0.015020447,0.042099986,3.85,5.59,3.81,5.5,6.69,7.94,4.93,6.36,1.17,1.79,3.9,4.49,5.1,4.02,4.88,4.65,3.52,3.67,2.23,2.06
"199306",0.31,0.11,2.62,-0.91,1.22,0.25,4.59,-0.018419991,0.011606599,-0.023109952,-0.52,0.71,1.51,0.57,2.03,12.15,0.66,-0.03,2.81,1.39,2.91,-0.73,-0.45,0.35,1.26,-0.44,1.05,1.29,-0.02,0.35
"199307",-0.34,0.92,3.26,-2.11,2.05,0.24,3.24,-0.018657929,0.00723117,-0.010058215,-0.24,2.07,1.28,-0.03,0.49,7.81,0.51,-2.47,1.8,3.07,1.72,1.26,1.2,1.04,1.44,-0.16,0.58,-0.07,0.85,-0.4
"199308",3.72,0.26,-0.44,-1.07,-0.06,0.25,2.58,0.040883184,0.024372105,0.023149207,2.3,2.21,5.17,3.87,5.9,13.54,3.08,1.9,3.55,3.59,3.48,4.19,4.76,5.29,3.98,4.67,4.3,5.61,3.92,3.85
"199309",-0.12,3.05,-0.48,0.66,-0.11,0.26,3.4,0.025076743,0.033390653,-0.074210062,1.68,2.62,0.77,1.57,3.33,7.88,3.04,4.5,0.16,3.38,3.92,2.25,2.43,3.82,2.16,1.64,0.66,0.23,-0.24,-0.16
"199310",1.41,1.59,-1.56,-0.07,0.58,0.22,-2.67,0.004300488,0.013647469,0.040338968,4.59,3.89,3.5,1.08,5.08,12.09,4.09,6.79,-1.3,3.4,5.71,4.2,4,1.43,2.32,0.47,0.7,1.11,0.72,1.39
"199311",-1.89,-1.42,-0.26,1.75,-0.96,0.25,-4.71,0.015118459,0.028608411,0.045241648,-0.72,0.07,-0.84,-9.4,-1.15,-9.26,-1.09,-4.39,-5.44,-2.8,-2.18,-2.92,-3.17,-3.5,-2.65,-2.26,-3.47,-2.13,-1.27,-1.28
"199312",1.65,1.37,0.58,0.82,-0.32,0.23,2.29,0.049952542,0.031154651,0.007926338,0.08,4.23,3.21,-2.84,1.28,-0.46,0.43,-0.81,0.74,1.51,-0.61,1.13,2.75,3.54,4.68,4.12,4.14,3.76,2.56,0.88
"199401",2.87,-0.16,2.09,-2.27,1.47,0.25,0.01,0.038801443,0.070416959,0.000796625,1.47,4.84,6.45,6.65,6.06,3.29,2.47,6.38,0.14,5.26,6.76,4.05,3.86,2.31,1.79,3.03,3.38,2.82,2.74,2.98
"199402",-2.56,2.64,-1.41,2.55,-1.05,0.21,-0.26,-0.0510396,-0.037688967,0.013685742,-0.27,-1.37,1.13,1,0.57,-2.5,-0.04,-2.93,-3.27,-1.52,-0.4,-1.06,-0.44,-1.16,0.79,-0.41,-1.66,-1.52,-2,-3.26
"199403",-4.78,-1,1.33,0.71,1.27,0.27,-1.32,-0.01537955,-0.008015015,0.029861778,-3.14,-5.12,-4.14,-4.08,-4.71,-6.07,-3.94,-7.01,-3.31,-3.55,-3.37,-5.04,-6.42,-5.46,-4.21,-5.14,-4.31,-4.62,-3.55,-4.24
"199404",0.68,-1.05,1.68,0.9,1.14,0.27,0.41,-0.074834533,-0.050883462,0.005672995,-0.68,-1.6,-0.31,1.56,-2.12,-2.65,-2.34,-4.52,1.78,-0.69,-2.45,-1.37,-0.42,-0.04,-0.2,-0.1,1.08,0.59,0.51,1.3
"199405",0.58,-2.46,0.17,0.91,0.71,0.31,-2.16,-0.039017867,-2.72e-05,0.037436468,-1.16,-1.5,0.57,1.29,-1.08,0.05,-2.53,-0.19,-3.68,1.29,0.15,-0.74,-0.53,-0.81,-1.36,-0.49,-1,0.46,0.48,2.07
"199406",-3.03,-0.53,1.68,1.03,1.51,0.31,-0.83,-0.078480108,-0.034081395,0.000646169,-2.45,-3.6,-2.37,2.04,-5.45,-2.04,-4.43,-5.27,-2.05,-0.91,-2.28,-4.09,-3.54,-2.3,-2.76,-1.98,-2.64,-3.06,-2.78,-2.25
"199407",2.82,-1.84,0.97,-1.03,0.1,0.28,0.19,0.01187593,0.063324656,-0.010430232,1.01,1.1,3.07,0.66,2.3,4.04,0.66,-0.5,2.85,0.97,0.8,0.45,2.56,1.74,2.3,3.47,3.93,3.07,3.45,2.62
"199408",4.01,1.34,-3.45,1.25,-1.48,0.37,1.54,-0.017373587,0.03568245,0.004915969,5.01,3.39,3.93,-0.14,6.16,4,4.15,6.9,0.94,2.46,2.45,4.71,5.77,6.87,6.93,5.29,5.24,5.05,4.76,4.32
"199409",-2.31,2.58,-1.81,0.9,0.99,0.37,1.31,0.02063491,0.016683608,0.032971687,0.28,-0.45,0.46,3.36,3.04,2.74,0.34,1.14,-2.14,-0.12,1.84,1.16,0.78,-0.63,-0.69,-0.86,-1.95,-2.11,-2.77,-2.82
"199410",1.34,-2.26,-2.36,0.74,-0.64,0.38,1.45,0.030068673,0.034300639,0.009489096,-0.43,-0.18,0.21,1.5,4.98,-2.11,0.07,-1.54,0.03,-1.76,-0.11,0.23,-0.32,-0.8,-0.61,1.57,0.29,0.38,1.67,2.26
"199411",-4.04,-0.06,-0.05,0.63,-0.45,0.37,-0.19,-0.014579924,-0.043897052,-0.02054014,-4.09,-4.61,-4.87,-8.31,-2.4,-5.91,-4.6,-2.54,-1.61,-5.3,-4.69,-3.77,-3.88,-3.97,-3.96,-5.46,-5.33,-3.47,-4.27,-3.53
"199412",0.86,-0.01,0.27,0.88,0.34,0.44,3.5,-0.029581709,-0.0070965,0.014423444,-2.17,-2.43,0.26,-2.97,1.29,-1.99,-4.81,-4.28,0.72,-0.5,-3.36,-1.09,1.4,1.88,3.07,2.42,1.62,0.91,0.72,1.18
"199501",1.8,-2.9,1.64,0.51,-0.82,0.42,-1.83,0.022103692,0.064983822,-0.033820074,1.6,-1.17,1.25,-0.86,3.86,3.5,2.21,7.35,4.01,4.01,5.37,2.66,0.13,-0.95,-1.74,0.14,1.43,2.03,2.98,3.12
"199502",3.63,-0.44,0.38,0.84,-0.32,0.4,-0.34,0.023434808,0.025063065,-0.006592169,3.11,2.62,3.07,3.04,4.73,3.55,1.77,2.7,2.59,3.17,2.02,3.87,3.62,3.78,4.36,5.72,5.25,4.52,5.76,3.55
"199503",2.18,-0.58,-2.05,0.2,0.15,0.46,0.36,0.009981359,-0.010773311,0.015768986,0.06,-1.26,1.46,4.25,4.01,2.46,0.9,3.17,-0.93,1.53,1.55,1.19,3.28,2.09,2.33,1.66,2.95,2.35,3.31,2.21
"199504",2.11,-0.27,1.7,0.06,1.02,0.44,1.82,0.031559674,0.05251707,0.012805986,1.34,0.68,2.78,1.85,4.46,1.23,1.23,2.22,1.47,2.25,2.65,2.53,2.15,2.09,2.07,1.43,2.26,0.93,1.59,2.28
"199505",2.9,-2.11,1.92,0.26,0.11,0.54,-0.44,-0.002283063,0.00490444,-0.005888343,-0.41,0.15,2.17,2.61,2.87,-0.55,-0.26,3.89,3.58,2.11,1.71,1.84,1.66,1.65,1.16,2.22,2.36,2.84,3.81,4.55
"199506",2.72,3.02,-2.99,-0.15,-2.43,0.47,2.89,-0.026107394,-0.031384907,0.007993136,2.42,1.47,4.24,-0.66,11.32,6.15,4.66,9.84,0.55,4.33,6.76,4.59,5.4,5.48,3.48,3.89,4.56,3.23,2.28,2.2
"199507",3.72,2.19,-2.24,1.07,-1.7,0.45,2.55,-0.00698546,0.013730645,0.051379623,4.58,5.7,5.54,2.89,9.98,7.39,4.48,9.88,-0.48,5.03,5.87,7.26,6.22,7.04,6.37,5.94,6.11,5.3,3.94,3.28
"199508",0.55,1.97,1.93,-0.97,1.59,0.47,0.09,-0.003340614,0.019886803,-0.009407186,2.87,-0.95,1.02,3.17,4.22,5.31,1.73,8.11,2.14,4.47,4.84,4.04,1.94,2.19,2.39,1.28,1.28,1.61,2.09,0.87
"199509",3.35,-1.9,-0.95,1.18,0.31,0.43,2.72,-0.027817991,-0.022558119,-0.077218643,2.62,3.79,1.09,0.34,4.51,1.48,0.88,5.83,4.54,2.67,3.44,2.57,1.55,1.66,1.48,1.7,2.51,2.24,2.53,4.32
"199510",-1.52,-4.21,-0.09,1.71,-0.01,0.47,4.14,-0.004928347,0.010445756,0.028717706,-5.18,-5.53,-5.87,-5.04,-5.61,-5.73,-7.08,-6.4,1.14,-1.91,-4.7,-4.48,-6.79,-6.4,-4.4,-2,-1.43,-3.1,-2.27,-0.23
